"","ID","label","type","Defs","Pref","label.final","label.nospace"
"3587","obo.HAO_0000895","reproductive system","class","The anatomical system that is involved in reproduction.","HAO","reproductive_system","reproductive_system"
"3588","obo.HAO_0000380","gonocondyle","class","The apophysis that is located ventromedially on the proximal margin of the cupula and is the site of insertion of the lateral S9-cupulal muscle.","HAO","gonocondyle","gonocondyle"
"3589","obo.HAO_0000381","gonoforceps","class","The sclerite that is located distally of the cupula and dorsolaterally of the volsella, surrounds the aedeagus dorsolaterally and does not connected to any sclerite distally.","HAO","gonoforceps","gonoforceps"
"3590","obo.HAO_0000382","gonomacula","class","The conjunctiva that is located at the distal apex of the harpe.","HAO","gonomacula","gonomacula"
"3591","obo.HAO_0000383","gonopod","class","The anatomical cluster that is composed of the gonostipites, volsellae and harpes.","HAO","gonopod","gonopod"
"3592","obo.HAO_0000384","gonossiculo-phallotremal muscle","class","The male genitalia muscle that arises from the basiura and inserts on the endophallus.","HAO","gonossiculo-phallotremal_muscle","gonossiculo-phallotremal_muscle"
"3593","obo.HAO_0001084","volsella","class","The anatomical cluster that is composed of the sclerites on the ventral part of the male genitalia that are not connected to the cupula via muscles.","HAO","volsella","volsella"
"3594","obo.HAO_0000388","gonostipo-volsellal muscle","class","The male genitalia muscle that arises proximally from the ventral part of the gonostipes and inserts on the volsella at the border between the gono- and parossiculi.","HAO","gonostipo-volsellal_muscle","gonostipo-volsellal_muscle"
"3595","obo.HAO_0000389","gonostyle","class","The anatomical cluster that is composed of sclerites located distally of the cupula dorsolaterally of the volsella, and that surround the aedeagus.","HAO","gonostyle","gonostyle"
"3596","obo.HAO_0000390","gradulus","class","The carina that is transverse and posteriorly directed laterally and is located on the abdominal tergite.","HAO","gradulus","gradulus"
"3597","obo.HAO_0000391","gula","class","na","HAO","gula","gula"
"3598","obo.HAO_0000392","gular ridge","class","na","HAO","gular_ridge","gular_ridge"
"3599","obo.HAO_0000393","gular sulcus","class","na","HAO","gular_sulcus","gular_sulcus"
"3600","obo.HAO_0000394","hamulus","class","The seta that is located on the anterior margin of the hind wing and interlocks with the recurved posterior edge of the fore wing in Hymenoptera during flight, making them functionally one winged.","HAO","hamulus","hamulus"
"3601","obo.HAO_0000400","hind wing","class","The wing that is located on the metathorax.","HAO","hind_wing","hind_wing"
"3602","obo.HAO_0000396","harpo-gonomaculal muscle","class","The male genitalia muscle that arises form the harpe and inserts on the gonomacula.","HAO","harpo-gonomaculal_muscle","harpo-gonomaculal_muscle"
"3603","obo.HAO_0000399","hind leg","class","The leg that is located on the metathorax.","HAO","hind_leg","hind_leg"
"3604","obo.HAO_0000630","metathorax","class","The thoracic segment that is located between the mesothorax and the first abdominal tergum and is delimited by the metanotum and the metapectus.","HAO","metathorax","metathorax"
"3605","obo.HAO_0000401","hindwing","class","na","HAO","hindwing","hindwing"
"3606","obo.HAO_0000403","humeral plate","class","The sclerite that articulates with the proximal end of the costal vein.","HAO","humeral_plate","humeral_plate"
"3607","obo.HAO_0000404","humeral sclerite of the metanotum","class","The sclerite that is connected to the lateral margin of the metanotum and bears the anterior metanotal wing process.","HAO","humeral_sclerite_of_the_metanotum","humeral_sclerite_of_the_metanotum"
"3608","obo.HAO_0000405","hymenopteran","class","The multi-cellular organism that is classified in Hymenoptera.","HAO","hymenopteran","hymenopteran"
"3609","obo.HAO_0000406","hyperoccipital carina","class","The carina that extends on the vertex between the outer orbits.","HAO","hyperoccipital_carina","hyperoccipital_carina"
"3610","obo.HAO_0000407","hypoclypeal depression","class","The anatomical space that is delimited anteriorly by the clypeus and posteriorly by the labrum.","HAO","hypoclypeal_depression","hypoclypeal_depression"
"3611","obo.HAO_0000670","oral foramen","class","The foramen that is located anteriorly/ventrally on the cranium in which the mouthparts are positioned.","HAO","oral_foramen","oral_foramen"
"3612","obo.HAO_0000408","hypopharyngeal rod","class","The ligament that connects the proximolateral margin of the prementum with the proximal part of the ligula.","HAO","hypopharyngeal_rod","hypopharyngeal_rod"
"3613","obo.HAO_0002229","ligament","class","The area that is resilin rich.","HAO","ligament","ligament"
"3614","obo.HAO_0000409","hypopharynx","class","The area that is delimited proximally by the proximal margin of the sitophore, distally by the salivarial orifice.","HAO","hypopharynx","hypopharynx"
"3615","obo.HAO_0000639","mouthparts","class","The anatomical cluster that is composed of the labrum, epipharyngeal wall, hypopharyngeal wall (including the sitophore), mandibles, maxillae, labium and conjunctivae connecting them.","HAO","mouthparts","mouthparts"
"3616","obo.HAO_0000410","hypopygium","class","The abdominal sternum that is the posteriormost visible sclerite located ventrally in the abdomen.","HAO","hypopygium","hypopygium"
"3617","obo.HAO_0000411","hypostoma","class","The area that extends on the posterior (ventral) margin of the oral foramen along the site of attachments of the conjunctiva connecting the cranium with the maxillae and is delimited laterally by the pleurostomal fossa.","HAO","hypostoma","hypostoma"
"3618","obo.HAO_0000412","hypostomal bridge","class","The subforaminal bridge that is delimited laterally by the dorsally extended hypostomal carina.","HAO","hypostomal_bridge","hypostomal_bridge"
"3619","obo.HAO_0001218","subforaminal bridge","class","The area that is located between the oral and the occipital foramina.","HAO","subforaminal_bridge","subforaminal_bridge"
"3620","obo.HAO_0000413","hypostomal carina","class","The carina that delimits the hypostoma from the cranium.","HAO","hypostomal_carina","hypostomal_carina"
"3621","obo.HAO_0000414","hypostomal sulcus","class","The sulcus that extends along the posteroventral margin of the cranium between the pleurostomal fossae and delimits the hypostoma.","HAO","hypostomal_sulcus","hypostomal_sulcus"
"3622","obo.HAO_0000415","hypostomal suture","class","na","HAO","hypostomal_suture","hypostomal_suture"
"3623","obo.HAO_0000416","hypostomal tooth","class","The projection that is located on the posterolateral margin of the oral foramen at the junction of the hypostoma and the pleurostomal fossa.","HAO","hypostomal_tooth","hypostomal_tooth"
"3624","obo.HAO_0001727","mouth margin","class","The edge that is located on the cranium along the oral foramen.","HAO","mouth_margin","mouth_margin"
"3625","obo.HAO_0000419","inner orbit","class","The line that extends along the border between the eye and face.","HAO","inner_orbit","inner_orbit"
"3626","obo.HAO_0000420","integrated tarsal plantula","class","The tarsal plantula that arises medially on the tarsomere.","HAO","integrated_tarsal_plantula","integrated_tarsal_plantula"
"3627","obo.HAO_0000422","interantennal process","class","The area that is elevated and extends between the antennal rims.","HAO","interantennal_process","interantennal_process"
"3628","obo.HAO_0000423","interantennal process","class","na","HAO","interantennal_process","interantennal_process"
"3629","obo.HAO_0000424","interantennal prominence","class","na","HAO","interantennal_prominence","interantennal_prominence"
"3630","obo.HAO_0000425","interaxillar sulcus","class","The median sulcus of the mesonotum between the anterior margin of the mesoscutellar-axillar complex and the anterior margin of the mesoscutellum.","HAO","interaxillar_sulcus","interaxillar_sulcus"
"3631","obo.HAO_0000426","intercoxal space","class","The area that is located between the acetabular carina and the ventral mesopleural carina.","HAO","intercoxal_space","intercoxal_space"
"3632","obo.HAO_0000428","internal metanotal ridge","class","The ridge that corresponds to the metascutellar arm.","HAO","internal_metanotal_ridge","internal_metanotal_ridge"
"3633","obo.HAO_0000429","interocellar pit","class","The pit that is located on the upper face between lateral ocelli and corresponds internally with a conical apodeme and not the tentorium.","HAO","interocellar_pit","interocellar_pit"
"3634","obo.HAO_0000430","interocellar space","class","The area that is limited posteriorly by the posterior ocellar line and laterally by the lateral ocellar line.","HAO","interocellar_space","interocellar_space"
"3635","obo.HAO_0000431","interommatidial seta","class","The seta that is located at the intersection of the margins of three ommatidiae.","HAO","interommatidial_seta","interommatidial_seta"
"3636","obo.HAO_0000432","interorbital space","class","The interocular distance that is the shortest between the inner margin of compound eyes.","HAO","interorbital_space","interorbital_space"
"3637","obo.HAO_0001938","interocular distance","class","The anatomical line that is perpendicular to the anteroposterior body axis and extends between the medial margins of the compound eyes.","HAO","interocular_distance","interocular_distance"
"3638","obo.HAO_0000433","interpenisvalval muscle","class","The male genitalia muscle that connects the valvurae.","HAO","interpenisvalval_muscle","interpenisvalval_muscle"
"3639","obo.HAO_0000434","intersegmental membrane","class","The conjunctiva that connects two segments.","HAO","intersegmental_membrane","intersegmental_membrane"
"3640","obo.HAO_0000435","intersegmental membrane-mesobasalar muscle","class","The mesobasalar muscle that arises from the intersegmental membrane between the pronotum and the mesopectus and inserts on the mesobasalare.","HAO","intersegmental_membrane-mesobasalar_muscle","intersegmental_membrane-mesobasalar_muscle"
"3641","obo.HAO_0001784","mesobasalar muscle","class","The thoracic muscle that inserts on the mesobasalare.","HAO","mesobasalar_muscle","mesobasalar_muscle"
"3642","obo.HAO_0000542","mesobasalare","class","The basalare that is located in the mesothorax.","HAO","mesobasalare","mesobasalare"
"3643","obo.HAO_0001791","mesopectus-pronotum intersegmental membrane","class","The intersegmental membrane that is located between the mesopectus and the pronotum.","HAO","mesopectus-pronotum_intersegmental_membrane","mesopectus-pronotum_intersegmental_membrane"
"3644","obo.HAO_0000436","intersegmentalia","class","The sclerite that is located on the intersegmental membrane.","HAO","intersegmentalia","intersegmentalia"
"3645","obo.HAO_0000437","intersternite","class","The intersegmentalia that is located in between sterna.","HAO","intersternite","intersternite"
"3646","obo.HAO_0000576","mesosoma","class","The anatomical cluster that is composed of the prothorax, mesothorax and the metapectal-propodeal complex.","HAO","mesosoma","mesosoma"
"3647","obo.HAO_0000438","interstice","class","The area that is unsculptured and is delimited by striae or punctures.","HAO","interstice","interstice"
"3648","obo.HAO_0000439","intertorular carina","class","The carina that extends between the dorsal margin of the antennal rims.","HAO","intertorular_carina","intertorular_carina"
